Código Imóvel;Logradouro;CEP;Bairro;Loteamento;Nº Imóvel;Lote;Quadra
1700;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 04;5
1701;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 04;5
1702;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 04;5
1703;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;11;F
1704;RUA CINQUENTA E SEIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;11;41
1705;RUA CINQUENTA E SEIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;10;41
1706;RUA CINQUENTA E SEIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;9;41
1707;RUA CINQUENTA E SEIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;8;41
1708;RUA CINQUENTA E SEIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;7;41
1709;RUA CINQUENTA E SEIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;6;41
1710;RUA CINQUENTA E SEIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;5;41
1711;RUA TRINTA E DOIS.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;4;41
1712;RUA TRINTA E DOIS.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;3;41
1713;RUA TRINTA E DOIS.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;2;41
1714;ESTRADA MUNICIPAL DO RIO ABAIXO;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;1;41
1715;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;1;39
1716;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;2;39
1717;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;3;39
1718;RUA VINTE E QUATRO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;1;22
1719;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;2;22
1720;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;3;22
1721;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;4;22
1722;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;5;22
1723;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;6;22
1724;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;7;22
1725;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;8;22
1726;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;9;22
1727;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;10;22
1728;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;11;22
1729;RUA VINTE E CINCO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;12;22
1730;RUA VINTE E CINCO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;13;22
1731;RUA VINTE E CINCO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;14;22
1732;RUA VINTE E CINCO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;1;23
1733;RUA VINTE E CINCO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;2;23
1734;RUA VINTE E CINCO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;3;23
1735;RUA VINTE E CINCO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;4;23
1736;RUA VINTE E CINCO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;5;23
1737;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;6;23
1738;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;7;23
1739;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;8;23
1740;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;9;23
1741;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;10;23
1742;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;11;23
1743;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;12;23
1744;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;13;23
1745;RUA VINTE E SETE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;33;21
1746;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;32;21
1747;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;31;21
1748;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;30;21
1749;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;29;21
1750;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;28;21
1751;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;27;21
1752;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;26;21
1753;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;25;21
1754;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;24;21
1755;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;23;21
1756;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;22;21
1757;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;21;21
1758;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;20;21
1759;RUA VINTE E OITO.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;19;21
1760;RUA VINTE E OITO.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;18;21
1761;RUA VINTE E OITO.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;17;21
1762;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;16;21
1763;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;15;21
1764;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;14;21
1765;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;13;21
1766;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;12;21
1767;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;11;21
1768;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;10;21
1769;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;9;21
1770;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;8;21
1771;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;7;21
1772;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;6;21
1773;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;5;21
1774;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;4;21
1775;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;3;21
1776;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;2;21
1777;RUA DEZENOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;1;21
1778;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;1;24
1779;RUA VINTE E OITO.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;2;24
1780;RUA TRINTA E DOIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;3;24
1781;RUA TRINTA E DOIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;4;24
1782;RUA VINTE E OITO.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;1;25
1783;RUA VINTE E NOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;6;25
1784;RUA VINTE E NOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;7;25
1785;RUA VINTE E NOVE.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;8;25
1786;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;9;25
1787;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;10;25
1788;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;11;25
1789;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;13;25
1790;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;12;25
1791;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;14;25
1792;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;15;25
1793;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;16;25
1794;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;17;25
1795;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;18;25
1796;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;19;25
1797;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;20;25
1798;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;21;25
1799;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;22;25
1800;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;23;25
1801;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;24;25
1802;RUA TRINTA.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;25;25
1803;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;26;25
1804;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;27;25
1805;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;28;25
1806;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;29;25
1807;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;30;25
1808;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;31;25
1809;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;32;25
1810;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;33;25
1811;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;34;25
1812;RUA TRINTA E UM.;-;APOTREBU;CHAC. ALPES DO TIETE;S/N;35;25
1813;RUA TRINTA E UM.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;5;25
1814;RUA TRINTA E DOIS.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;4;25
1815;RUA VINTE E OITO.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;3;25
1816;RUA VINTE E OITO.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;2;25
1817;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;34;1;S
1818;RUA MAESTRO BENEDICTO XISTO LEITE;13315-000;GUAXATUBA;NOVA CABREUVA;44;2;S
1819;RUA MAESTRO BENEDICTO XISTO LEITE;13315-000;GUAXATUBA;NOVA CABREUVA;54;3;S
1820;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;4;S
1821;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;74;5;S
1822;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;6;S
1823;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;98;7;S
1824;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;108;8;S
1825;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;118;9;S
1826;RUA MAESTRO BENEDICTO XISTO LEITE;13318-000;GUAXATUBA;NOVA CABREUVA;128;10;S
1827;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;138;11;S
1828;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;148;12;S
1829;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;13;S
1830;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;168;14;S
1831;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;178;15;S
1832;RUA MAESTRO BENEDICTO XISTO LEITE;13315-000;GUAXATUBA;NOVA CABREUVA;188;16;S
1833;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;17;S
1834;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;198;18;S
1835;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;220;19;S
1836;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;20;S
1837;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;21;S
1838;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;22;S
1839;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;23;S
1840;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;373;24;S
1841;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;329;25;S
1842;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;319;26;S
1843;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;309;27;S
1844;RUA ITUVERAVA;13315-000;GUAXATUBA;NOVA CABREUVA;299;28;S
1845;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;29;S
1846;RUA ITUVERAVA;13315-000;GUAXATUBA;NOVA CABREUVA;279;30;S
1847;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;269;31;S
1848;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;32;S
1849;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;249;33;S
1850;RUA ITUVERAVA;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;34;S
1851;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;229;35;S
1852;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;36;36;S
1853;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;209;37;S
1854;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;38;S
1855;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;187;39;S
1856;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;175;40;S
1857;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;1;T
1858;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;2;T
1859;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;3;T
1860;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;4;T
1861;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;5;T
1862;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;6;T
1863;RUA ITUVERAVA;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;7;T
1864;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;8;T
1865;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;9;T
1866;RUA ITUVERAVA;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;10;T
1867;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;276;1;P
1868;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;2;P
1869;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;292;3;P
1870;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;4;P
1871;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;316;5;P
1872;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;6;P
1873;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;336;7;P
1874;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;8;P
1875;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;9;P
1876;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;10;P
1877;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;11;P
1878;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;12;P
1879;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;13;P
1880;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;14;P
1881;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;15;P
1882;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;16;P
1883;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;17;17;P
1884;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;450;18;P
1885;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;460;19;P
1886;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;20;P
1887;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;480;21;P
1888;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;22;P
1889;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;500;23;P
1890;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;24;P
1891;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;228;25;P
1892;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;26;P
1893;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;27;P
1894;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;179;28;P
1895;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;169;29;P
1896;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;159;30;P
1897;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;149;31;P
1898;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;32;P
1899;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;33;P
1900;RUA MAESTRO BENEDICTO XISTO LEITE;13315-000;GUAXATUBA;NOVA CABREUVA;119;34;P
1901;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;109;35;P
1902;RUA MAESTRO BENEDICTO XISTO LEITE;13315-000;GUAXATUBA;NOVA CABREUVA;99;36;P
1903;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;79;37;P
1904;RUA MAESTRO BENEDICTO XISTO LEITE;13315-000;GUAXATUBA;NOVA CABREUVA;75;38;P
1905;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;39;P
1906;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;40;P
1907;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;41;P
1908;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;33;42;P
1909;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;21;43;P
1910;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;44;P
1911;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;1;O
1912;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;2;O
1913;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;3;O
1914;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;AREA DE LAZER;N
1915;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;1;N
1916;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;2;N
1917;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;3;N
1918;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;4;N
1919;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;5;N
1920;RUA ITUVERAVA;00000-000;GUAXATUBA;NOVA CABREUVA;305;4;O
1921;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;283;5;O
1922;"RUA MAESTRO BENEDICTO XISTO LEITE SABUGO"" ; ;SP;CABREUVA";13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;6;O
1923;RUA MAESTRO BENEDICTO XISTO LEITE;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;7;O
1924;AVENIDA VEREADOR DURVAL AMIRAT;13315-000;GUAXATUBA;NOVA CABREUVA;478;1;F
1925;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;2;F
1926;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;3;F
1927;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;4;F
1928;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;508;5;F
1929;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;6;F
1930;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;7;F
1931;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;538;8;F
1932;AVENIDA VEREADOR DURVAL AMIRAT;13315-000;GUAXATUBA;NOVA CABREUVA;548;9;F
1933;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;558;10;F
1934;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;578;12;F
1935;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;13;F
1936;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;14;F
1937;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;15;F
1938;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;16;F
1939;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;17;F
1940;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;517;18;F
1941;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;507;19;F
1942;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;20;F
1943;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;21;F
1944;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;477;22;F
1945;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;23;F
1946;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;24;F
1947;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;447;25;F
1948;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;437;26;F
1949;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;427;27;F
1950;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;417;28;F
1951;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;29;F
1952;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;30;F
1953;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;385;31;F
1954;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;32;F
1955;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;1;M
1956;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;2;M
1957;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;3;M
1958;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;794;4;M
1959;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;5;M
1960;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;6;M
1961;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;7;M
1962;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;8;M
1963;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;856;9;M
1964;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;858;10;M
1965;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;870;11;M
1966;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;12;M
1967;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;13;M
1968;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;14;M
1969;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;15;M
1970;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;16 B;M
